id,area,date,start_time,end_time,duration_minutes,reason,voltage_level,reported_by,is_planned
8893,Alwal,2024-02-28,10:45,13:57,192,Grid Overload,33kV,TSECL Website,0
8894,Malkajgiri,2024-06-10,18:45,02:15,450,Equipment Upgrade,33kV,TSECL Website,1
8895,Charminar,2024-02-20,03:15,07:31,256,Line Fault,33kV,TSECL Website,0
8896,Gachibowli,2023-12-26,16:45,21:54,309,Grid Overload,11kV,Telangana DISCOM App,0
8897,Uppal,2024-04-23,19:15,22:12,177,Weather Damage,11kV,Telangana DISCOM App,0
8898,Secunderabad,2023-08-30,09:15,14:51,336,Line Fault,11kV,TSECL Website,0
8899,Boduppal,2023-08-11,06:00,06:44,44,Load Shedding,11kV,TSECL Website,0
8900,Vanasthalipuram,2024-03-18,18:15,22:49,274,Network Expansion,33kV,Telangana DISCOM App,1
8901,Madhapur,2023-07-27,14:45,18:13,208,Network Expansion,11kV,TSECL Website,1
8902,Kukatpally,2024-05-18,09:45,12:30,165,Weather Damage,33kV,TSECL Website,0
8903,Manikonda,2024-01-08,08:30,11:03,153,Equipment Upgrade,11kV,TSECL Website,1
8904,Dilsukhnagar,2023-07-10,11:45,16:11,266,Line Fault,11kV,TSECL Website,0
8905,Secunderabad,2023-07-12,02:15,04:17,122,Grid Overload,33kV,TSECL Website,0
8906,Charminar,2023-12-03,13:15,20:05,410,Scheduled Maintenance,11kV,Telangana DISCOM App,1
8907,Nampally,2023-11-08,09:00,13:40,280,Network Expansion,11kV,TSECL Website,1
8908,Manikonda,2024-02-25,08:30,11:28,178,Network Expansion,11kV,Telangana DISCOM App,1
8909,Begumpet,2023-08-14,18:30,22:06,216,Equipment Upgrade,11kV,TSECL Website,1
8910,Uppal,2024-02-12,12:15,14:21,126,Equipment Upgrade,33kV,Consumer Call,1
8911,Jubilee Hills,2024-02-22,15:15,18:43,208,Equipment Upgrade,33kV,Telangana DISCOM App,1
8912,Punjagutta,2024-03-12,12:00,17:12,312,Network Expansion,33kV,Consumer Call,1
8913,Ameerpet,2023-10-28,13:45,18:57,312,Equipment Upgrade,33kV,Consumer Call,1
8914,Begumpet,2024-02-23,11:15,13:24,129,Scheduled Maintenance,11kV,TSECL Website,1
8915,Abids,2023-12-08,13:15,18:11,296,Scheduled Maintenance,33kV,Consumer Call,1
8916,Kothapet,2023-10-22,09:00,14:20,320,Scheduled Maintenance,11kV,Telangana DISCOM App,1
8917,Jubilee Hills,2024-04-10,17:30,20:08,158,Scheduled Maintenance,33kV,TSECL Website,1
8918,Punjagutta,2024-03-04,14:15,21:20,425,Equipment Upgrade,11kV,Social Media,1
8919,Vidyanagar,2024-01-04,14:30,17:10,160,Equipment Upgrade,11kV,Telangana DISCOM App,1
8920,Alwal,2024-04-09,14:00,19:50,350,Network Expansion,132kV,Consumer Call,1
8921,As Rao Nagar,2024-01-03,05:45,07:27,102,Weather Damage,33kV,TSECL Website,0
8922,Lingampally,2023-09-16,19:15,02:46,451,Network Expansion,11kV,Telangana DISCOM App,1
8923,Raidurg,2024-02-01,18:30,22:30,240,Line Fault,11kV,TSECL Website,0
8924,Tolichowki,2024-05-29,11:45,12:46,61,Network Expansion,11kV,Telangana DISCOM App,1
8925,Ameerpet,2023-07-08,09:15,09:54,39,Equipment Upgrade,132kV,Telangana DISCOM App,1
8926,Khairatabad,2024-06-04,21:45,01:02,197,Transformer Failure,11kV,Social Media,0
8927,Nallagandla,2024-02-15,10:30,14:30,240,Grid Overload,33kV,Consumer Call,0
8928,Malkajgiri,2024-02-23,01:00,01:55,55,Weather Damage,11kV,Telangana DISCOM App,0
8929,Kothapet,2024-01-02,19:15,01:01,346,Network Expansion,11kV,TSECL Website,1
8930,Chandanagar,2023-12-24,08:00,08:32,32,Scheduled Maintenance,33kV,Telangana DISCOM App,1
8931,Punjagutta,2023-10-06,12:30,19:59,449,Equipment Upgrade,33kV,Consumer Call,1
8932,Zahirabad,2024-01-06,18:00,01:01,421,Equipment Upgrade,11kV,Social Media,1
8933,LB Nagar,2023-09-26,18:15,21:19,184,Scheduled Maintenance,11kV,TSECL Website,1
8934,Zahirabad,2024-01-03,13:45,14:38,53,Scheduled Maintenance,11kV,Telangana DISCOM App,1
8935,KPHB,2024-05-09,18:15,21:08,173,Equipment Upgrade,11kV,Consumer Call,1
8936,Tarnaka,2023-10-20,14:00,19:47,347,Equipment Upgrade,132kV,Consumer Call,1
8937,Chandanagar,2023-09-20,10:15,12:12,117,Scheduled Maintenance,11kV,TSECL Website,1
8938,Habsiguda,2023-12-28,16:15,20:10,235,Scheduled Maintenance,33kV,Telangana DISCOM App,1
8939,Banjara Hills,2024-02-29,10:15,18:05,470,Network Expansion,132kV,Telangana DISCOM App,1
8940,Banjara Hills,2024-01-25,08:30,09:15,45,Scheduled Maintenance,11kV,Telangana DISCOM App,1
8941,Shamirpet,2023-09-28,05:00,05:55,55,Load Shedding,11kV,Telangana DISCOM App,0
8942,Gandipet,2024-03-30,15:00,22:15,435,Network Expansion,11kV,Social Media,1
8943,Kothapet,2023-11-19,12:15,13:06,51,Scheduled Maintenance,11kV,Consumer Call,1
8944,Himayatnagar,2023-07-31,11:15,15:27,252,Weather Damage,11kV,Social Media,0
8945,Golconda,2024-04-10,17:00,20:21,201,Network Expansion,33kV,TSECL Website,1
8946,KPHB,2023-11-04,15:15,20:27,312,Equipment Upgrade,11kV,Consumer Call,1
8947,Yapral,2024-02-12,16:00,19:56,236,Network Expansion,33kV,Consumer Call,1
8948,Patancheru,2024-02-22,11:00,18:55,475,Equipment Upgrade,11kV,Consumer Call,1
8949,Patancheru,2023-09-22,10:45,14:33,228,Grid Overload,11kV,TSECL Website,0
8950,Nallagandla,2024-05-28,04:30,07:03,153,Load Shedding,11kV,TSECL Website,0
8951,Moula Ali,2023-07-18,18:30,23:36,306,Scheduled Maintenance,33kV,Telangana DISCOM App,1
8952,Vanasthalipuram,2024-04-17,19:00,23:29,269,Load Shedding,11kV,Telangana DISCOM App,0
8953,Jubilee Hills,2024-04-18,09:00,13:59,299,Scheduled Maintenance,11kV,TSECL Website,1
8954,Charminar,2023-12-09,14:00,18:13,253,Load Shedding,11kV,TSECL Website,0
8955,Zahirabad,2024-03-12,15:30,20:55,325,Scheduled Maintenance,11kV,Telangana DISCOM App,1
8956,Shamshabad,2024-04-04,12:15,18:00,345,Equipment Upgrade,132kV,TSECL Website,1
8957,Tarnaka,2024-06-28,13:00,20:54,474,Equipment Upgrade,33kV,Consumer Call,1
8958,Khairatabad,2023-08-06,19:15,00:52,337,Equipment Upgrade,33kV,Telangana DISCOM App,1
8959,Punjagutta,2024-06-20,18:00,22:16,256,Equipment Upgrade,11kV,Consumer Call,1
8960,Moula Ali,2024-03-20,08:15,13:39,324,Scheduled Maintenance,11kV,Consumer Call,1
8961,Alwal,2024-03-08,02:15,06:13,238,Weather Damage,33kV,TSECL Website,0
8962,Patancheru,2024-02-28,08:15,12:13,238,Equipment Upgrade,11kV,Consumer Call,1
8963,Yapral,2024-06-13,23:45,04:00,255,Grid Overload,33kV,Telangana DISCOM App,0
8964,Rajendra Nagar,2024-04-20,14:15,14:46,31,Scheduled Maintenance,11kV,Telangana DISCOM App,1
8965,Kondapur,2023-09-06,17:30,18:58,88,Network Expansion,33kV,Telangana DISCOM App,1
8966,Raidurg,2024-03-14,22:45,04:06,321,Load Shedding,33kV,Telangana DISCOM App,0
8967,Patancheru,2024-02-21,14:15,21:49,454,Network Expansion,33kV,TSECL Website,1
8968,Manikonda,2023-12-17,09:15,15:43,388,Scheduled Maintenance,33kV,Telangana DISCOM App,1
8969,Moula Ali,2024-01-20,16:45,20:08,203,Equipment Upgrade,11kV,TSECL Website,1
8970,Zahirabad,2024-06-01,08:30,14:34,364,Scheduled Maintenance,11kV,TSECL Website,1
8971,LB Nagar,2024-01-27,06:00,08:25,145,Grid Overload,33kV,TSECL Website,0
8972,Himayatnagar,2024-01-20,01:30,03:39,129,Load Shedding,11kV,Telangana DISCOM App,0
8973,Shamirpet,2023-12-04,16:45,22:19,334,Scheduled Maintenance,33kV,TSECL Website,1
8974,Vidyanagar,2024-01-08,10:15,11:52,97,Scheduled Maintenance,11kV,Telangana DISCOM App,1
8975,Himayatnagar,2023-12-17,12:15,16:41,266,Network Expansion,11kV,Social Media,1
8976,As Rao Nagar,2024-06-15,12:00,19:07,427,Network Expansion,11kV,Telangana DISCOM App,1
8977,Rajendra Nagar,2024-02-27,06:30,10:28,238,Weather Damage,11kV,Telangana DISCOM App,0
8978,Dilsukhnagar,2024-02-14,15:45,17:16,91,Scheduled Maintenance,11kV,Telangana DISCOM App,1
8979,Tolichowki,2024-02-15,17:45,19:22,97,Equipment Upgrade,132kV,TSECL Website,1
8980,Bolarum,2023-11-28,19:30,20:09,39,Load Shedding,11kV,Telangana DISCOM App,0
8981,Kondapur,2024-02-28,13:30,21:07,457,Equipment Upgrade,11kV,TSECL Website,1
8982,Hitech City,2024-06-16,15:30,19:36,246,Scheduled Maintenance,11kV,TSECL Website,1
8983,Vidyanagar,2023-08-23,14:45,22:36,471,Scheduled Maintenance,11kV,Telangana DISCOM App,1
8984,Miyapur,2023-12-01,22:15,03:03,288,Transformer Failure,33kV,TSECL Website,0
8985,Chandanagar,2023-11-19,18:30,23:32,302,Equipment Upgrade,11kV,TSECL Website,1
8986,Patancheru,2023-07-29,08:00,15:49,469,Network Expansion,33kV,Consumer Call,1
8987,Bolarum,2024-03-23,12:00,18:57,417,Scheduled Maintenance,33kV,Telangana DISCOM App,1
8988,Patancheru,2023-11-27,19:45,01:37,352,Equipment Upgrade,11kV,TSECL Website,1
8989,Secunderabad,2023-11-02,16:00,20:25,265,Equipment Upgrade,11kV,Telangana DISCOM App,1
8990,Habsiguda,2024-05-27,12:45,13:51,66,Weather Damage,33kV,Social Media,0
8991,Uppal,2023-07-27,14:45,19:09,264,Equipment Upgrade,33kV,Telangana DISCOM App,1
8992,Banjara Hills,2023-07-29,08:45,13:21,276,Scheduled Maintenance,11kV,TSECL Website,1
8993,Raidurg,2024-01-17,19:30,00:14,284,Scheduled Maintenance,11kV,Consumer Call,1
8994,Bolarum,2023-12-27,12:45,13:01,16,Transformer Failure,11kV,TSECL Website,0
8995,Malkajgiri,2024-05-02,03:00,07:37,277,Transformer Failure,132kV,Consumer Call,0
8996,Vanasthalipuram,2024-02-10,12:15,18:25,370,Equipment Upgrade,11kV,Telangana DISCOM App,1
8997,Raidurg,2024-02-07,16:15,23:43,448,Equipment Upgrade,11kV,Consumer Call,1
8998,Serilingampally,2024-03-11,12:00,14:38,158,Equipment Upgrade,33kV,Telangana DISCOM App,1
8999,Manikonda,2024-02-28,13:30,17:27,237,Network Expansion,33kV,Telangana DISCOM App,1
9000,Tarnaka,2024-05-23,10:15,17:42,447,Scheduled Maintenance,132kV,Consumer Call,1
9001,Nallagandla,2024-04-13,04:45,05:15,30,Line Fault,11kV,Consumer Call,0
9002,Uppal,2023-12-01,12:45,13:52,67,Scheduled Maintenance,33kV,Social Media,1
9003,Nallagandla,2023-12-23,15:45,20:09,264,Line Fault,132kV,TSECL Website,0
9004,Jubilee Hills,2024-02-23,13:00,14:51,111,Equipment Upgrade,33kV,Social Media,1
9005,Kothapet,2023-09-06,06:00,10:35,275,Load Shedding,11kV,TSECL Website,0
9006,Charminar,2024-01-11,19:30,01:57,387,Network Expansion,11kV,Telangana DISCOM App,1
9007,Golconda,2023-12-17,18:00,20:45,165,Equipment Upgrade,11kV,TSECL Website,1
9008,Serilingampally,2024-05-26,11:30,12:05,35,Network Expansion,11kV,TSECL Website,1
9009,Banjara Hills,2024-04-21,12:30,15:08,158,Equipment Upgrade,132kV,TSECL Website,1
9010,Gachibowli,2024-02-07,16:00,22:11,371,Network Expansion,33kV,Telangana DISCOM App,1
9011,Khairatabad,2023-10-28,22:00,01:06,186,Transformer Failure,132kV,Consumer Call,0
9012,Moula Ali,2023-12-19,08:15,13:47,332,Equipment Upgrade,11kV,TSECL Website,1
9013,Habsiguda,2024-05-15,08:30,16:01,451,Network Expansion,11kV,TSECL Website,1
9014,Hitech City,2024-03-21,16:00,18:11,131,Line Fault,11kV,Consumer Call,0
9015,Gandipet,2024-01-27,04:45,07:23,158,Line Fault,11kV,Telangana DISCOM App,0
9016,Dilsukhnagar,2024-05-11,12:45,15:33,168,Equipment Upgrade,11kV,TSECL Website,1
9017,Secunderabad,2024-03-13,04:15,07:39,204,Grid Overload,11kV,Telangana DISCOM App,0
9018,KPHB,2023-07-16,13:15,14:20,65,Scheduled Maintenance,11kV,Telangana DISCOM App,1
9019,Alwal,2024-02-12,22:15,02:21,246,Line Fault,11kV,Consumer Call,0
9020,Tarnaka,2023-07-20,00:15,05:05,290,Weather Damage,11kV,Telangana DISCOM App,0
9021,Kondapur,2024-03-12,08:30,12:42,252,Equipment Upgrade,11kV,TSECL Website,1
9022,Charminar,2024-06-13,08:00,10:10,130,Grid Overload,11kV,Telangana DISCOM App,0
9023,Secunderabad,2023-12-02,13:15,14:00,45,Load Shedding,33kV,Telangana DISCOM App,0
9024,Quthbullapur,2023-12-28,10:15,11:23,68,Grid Overload,33kV,Telangana DISCOM App,0
9025,Shamirpet,2024-06-28,17:45,21:04,199,Network Expansion,11kV,TSECL Website,1
9026,Malkajgiri,2023-12-12,01:00,06:02,302,Weather Damage,11kV,TSECL Website,0
9027,Madhapur,2024-06-13,00:30,05:10,280,Load Shedding,11kV,Telangana DISCOM App,0
9028,Quthbullapur,2023-09-30,12:00,13:05,65,Line Fault,132kV,Telangana DISCOM App,0
9029,Bowenpally,2023-10-22,09:45,13:10,205,Scheduled Maintenance,33kV,Telangana DISCOM App,1
9030,Jubilee Hills,2023-12-22,11:30,12:46,76,Scheduled Maintenance,33kV,Social Media,1
9031,Yapral,2024-02-02,16:00,19:09,189,Scheduled Maintenance,11kV,TSECL Website,1
9032,Himayatnagar,2024-01-08,10:30,17:51,441,Network Expansion,11kV,Telangana DISCOM App,1
9033,Miyapur,2024-04-22,12:15,17:06,291,Scheduled Maintenance,11kV,Telangana DISCOM App,1
9034,Bolarum,2023-12-12,20:15,21:31,76,Weather Damage,11kV,TSECL Website,0
9035,Malkajgiri,2024-06-26,04:00,08:14,254,Grid Overload,33kV,Social Media,0
9036,Himayatnagar,2024-03-11,04:30,07:39,189,Weather Damage,11kV,TSECL Website,0
9037,Himayatnagar,2023-10-02,19:15,23:00,225,Transformer Failure,132kV,Telangana DISCOM App,0
9038,Boduppal,2023-12-23,12:30,14:34,124,Load Shedding,33kV,Telangana DISCOM App,0
9039,LB Nagar,2023-10-25,10:45,15:11,266,Equipment Upgrade,11kV,TSECL Website,1
9040,Punjagutta,2023-09-08,12:30,19:57,447,Equipment Upgrade,11kV,TSECL Website,1
9041,Bowenpally,2024-04-17,19:30,22:32,182,Network Expansion,11kV,Social Media,1
9042,KPHB,2024-06-04,09:45,12:27,162,Network Expansion,11kV,Consumer Call,1
9043,Lingampally,2024-05-07,16:00,18:22,142,Load Shedding,11kV,Consumer Call,0
9044,Tolichowki,2023-10-20,17:15,17:54,39,Load Shedding,11kV,TSECL Website,0
9045,Miyapur,2023-08-31,15:30,18:21,171,Weather Damage,11kV,Telangana DISCOM App,0
9046,Rajendra Nagar,2023-12-10,17:15,00:28,433,Equipment Upgrade,11kV,Telangana DISCOM App,1
9047,Secunderabad,2024-01-17,15:15,16:36,81,Scheduled Maintenance,11kV,TSECL Website,1
9048,Kothapet,2024-02-12,08:00,13:15,315,Scheduled Maintenance,33kV,Consumer Call,1
9049,Kukatpally,2023-07-23,16:00,18:12,132,Network Expansion,33kV,TSECL Website,1
9050,Kukatpally,2024-05-15,08:00,13:48,348,Scheduled Maintenance,132kV,Consumer Call,1
9051,LB Nagar,2023-09-05,11:00,14:03,183,Scheduled Maintenance,11kV,TSECL Website,1
9052,Shamshabad,2023-08-03,12:00,19:39,459,Equipment Upgrade,33kV,Social Media,1
9053,Begumpet,2023-11-02,09:15,14:45,330,Network Expansion,33kV,Telangana DISCOM App,1
9054,KPHB,2023-10-23,15:45,20:00,255,Scheduled Maintenance,11kV,Consumer Call,1
9055,Raidurg,2024-06-26,10:00,10:58,58,Equipment Upgrade,11kV,Telangana DISCOM App,1
9056,Banjara Hills,2023-11-17,09:15,16:47,452,Scheduled Maintenance,11kV,Consumer Call,1
9057,Tarnaka,2024-06-03,13:45,17:12,207,Transformer Failure,132kV,TSECL Website,0
9058,Gachibowli,2024-05-21,19:45,00:48,303,Equipment Upgrade,11kV,Consumer Call,1
9059,Madhapur,2023-09-29,10:45,14:39,234,Load Shedding,11kV,TSECL Website,0
9060,Nallagandla,2024-03-22,00:00,04:18,258,Line Fault,33kV,Consumer Call,0
9061,Kukatpally,2023-11-13,09:15,17:12,477,Equipment Upgrade,11kV,TSECL Website,1
9062,Nampally,2024-01-02,19:15,20:52,97,Network Expansion,33kV,Social Media,1
9063,Himayatnagar,2023-10-29,09:30,11:24,114,Network Expansion,33kV,TSECL Website,1
9064,Kukatpally,2023-08-03,19:30,23:30,240,Weather Damage,11kV,TSECL Website,0
9065,LB Nagar,2023-08-08,12:45,14:11,86,Load Shedding,33kV,TSECL Website,0
9066,Sanath Nagar,2023-07-29,10:15,15:55,340,Scheduled Maintenance,11kV,Telangana DISCOM App,1
9067,Manikonda,2023-09-05,20:00,21:19,79,Grid Overload,33kV,Consumer Call,0
9068,Alwal,2023-11-23,16:45,23:19,394,Equipment Upgrade,11kV,Telangana DISCOM App,1
9069,Patancheru,2024-05-17,12:30,17:23,293,Scheduled Maintenance,33kV,Telangana DISCOM App,1
9070,Alwal,2024-04-16,11:45,17:30,345,Network Expansion,11kV,Consumer Call,1
9071,Tolichowki,2024-01-11,02:15,08:09,354,Transformer Failure,33kV,Telangana DISCOM App,0
9072,Rajendra Nagar,2023-08-28,14:00,17:11,191,Load Shedding,33kV,Consumer Call,0
9073,Miyapur,2024-04-05,00:45,02:30,105,Line Fault,33kV,Social Media,0
9074,Charminar,2023-11-10,12:45,19:59,434,Network Expansion,11kV,TSECL Website,1
9075,Bolarum,2023-09-26,17:45,22:32,287,Network Expansion,11kV,TSECL Website,1
9076,Jubilee Hills,2024-02-26,14:00,14:52,52,Scheduled Maintenance,33kV,Telangana DISCOM App,1
9077,Chandanagar,2023-08-14,09:45,14:19,274,Scheduled Maintenance,132kV,Consumer Call,1
9078,Rajendra Nagar,2023-11-28,08:30,12:23,233,Weather Damage,11kV,TSECL Website,0
9079,Rajendra Nagar,2024-05-29,08:00,12:32,272,Scheduled Maintenance,11kV,Telangana DISCOM App,1
9080,Kondapur,2024-02-23,17:45,00:20,395,Network Expansion,11kV,Telangana DISCOM App,1
9081,Shamirpet,2023-09-22,21:45,23:00,75,Line Fault,11kV,Consumer Call,0
9082,Raidurg,2023-12-20,16:15,19:47,212,Scheduled Maintenance,33kV,Telangana DISCOM App,1
9083,LB Nagar,2023-12-03,18:30,01:12,402,Equipment Upgrade,33kV,Consumer Call,1
9084,Gachibowli,2023-09-10,18:45,19:21,36,Line Fault,11kV,Telangana DISCOM App,0
9085,KPHB,2024-05-08,09:30,11:22,112,Network Expansion,11kV,TSECL Website,1
9086,Uppal,2023-11-06,16:00,19:11,191,Equipment Upgrade,11kV,TSECL Website,1
9087,Kothapet,2024-05-23,16:45,00:25,460,Scheduled Maintenance,33kV,TSECL Website,1
9088,Abids,2023-08-27,19:30,21:55,145,Weather Damage,11kV,Telangana DISCOM App,0
9089,Lingampally,2024-02-01,08:45,12:30,225,Load Shedding,11kV,Consumer Call,0
9090,Madhapur,2023-12-30,19:45,02:16,391,Scheduled Maintenance,33kV,Telangana DISCOM App,1
9091,Alwal,2024-06-16,08:15,14:04,349,Scheduled Maintenance,11kV,Telangana DISCOM App,1
9092,Rajendra Nagar,2023-08-16,13:45,14:16,31,Load Shedding,11kV,Telangana DISCOM App,0
9093,Khairatabad,2024-04-03,13:15,20:15,420,Equipment Upgrade,33kV,Telangana DISCOM App,1
9094,Dilsukhnagar,2023-08-28,02:00,04:42,162,Line Fault,11kV,TSECL Website,0
9095,Yapral,2023-10-01,16:00,21:53,353,Weather Damage,11kV,Telangana DISCOM App,0
9096,Ameerpet,2023-07-21,18:45,00:30,345,Weather Damage,11kV,Telangana DISCOM App,0
9097,Shamshabad,2023-10-25,21:30,22:13,43,Transformer Failure,33kV,Consumer Call,0
9098,Quthbullapur,2023-11-19,11:45,12:17,32,Weather Damage,33kV,Telangana DISCOM App,0
9099,Shamirpet,2023-07-02,15:00,16:40,100,Line Fault,11kV,Consumer Call,0
9100,Serilingampally,2023-10-26,14:00,18:10,250,Scheduled Maintenance,11kV,Social Media,1
9101,Bolarum,2023-12-04,09:15,12:48,213,Scheduled Maintenance,11kV,Telangana DISCOM App,1
9102,Lingampally,2024-04-20,07:00,07:50,50,Transformer Failure,11kV,Telangana DISCOM App,0
9103,Hitech City,2024-01-30,14:00,14:52,52,Transformer Failure,11kV,Consumer Call,0
9104,Kukatpally,2024-01-27,05:00,07:41,161,Weather Damage,11kV,Telangana DISCOM App,0
9105,As Rao Nagar,2023-11-11,11:30,14:34,184,Network Expansion,33kV,TSECL Website,1
9106,Kondapur,2024-01-26,18:45,23:58,313,Scheduled Maintenance,11kV,Telangana DISCOM App,1
9107,Himayatnagar,2024-02-27,05:00,07:13,133,Weather Damage,11kV,Telangana DISCOM App,0
9108,Ameerpet,2023-10-07,16:30,22:25,355,Equipment Upgrade,33kV,Social Media,1
9109,Hitech City,2023-12-06,13:00,13:56,56,Network Expansion,11kV,Telangana DISCOM App,1
9110,Kondapur,2024-06-05,18:30,01:23,413,Scheduled Maintenance,33kV,TSECL Website,1
9111,As Rao Nagar,2024-01-30,10:30,11:12,42,Line Fault,132kV,Telangana DISCOM App,0
9112,Lingampally,2024-05-17,08:45,09:41,56,Scheduled Maintenance,33kV,Consumer Call,1
9113,Ameerpet,2024-04-17,04:30,10:17,347,Weather Damage,11kV,Telangana DISCOM App,0
9114,Gachibowli,2024-02-02,16:00,21:27,327,Equipment Upgrade,33kV,Consumer Call,1
9115,Dilsukhnagar,2024-02-19,02:00,07:45,345,Line Fault,33kV,TSECL Website,0
9116,Tolichowki,2024-05-05,19:15,23:24,249,Network Expansion,132kV,TSECL Website,1
9117,Habsiguda,2023-09-12,13:00,17:00,240,Transformer Failure,11kV,Social Media,0
9118,Habsiguda,2023-09-12,11:15,11:49,34,Grid Overload,11kV,Consumer Call,0
9119,Raidurg,2023-07-16,20:45,22:40,115,Transformer Failure,132kV,TSECL Website,0
9120,Dilsukhnagar,2023-08-11,21:30,00:16,166,Load Shedding,33kV,Telangana DISCOM App,0
9121,Secunderabad,2023-10-28,10:00,10:16,16,Line Fault,33kV,TSECL Website,0
9122,Kukatpally,2023-07-30,12:30,14:06,96,Network Expansion,33kV,Consumer Call,1
9123,Vanasthalipuram,2023-09-18,11:30,16:14,284,Network Expansion,11kV,Consumer Call,1
9124,Manikonda,2024-01-22,16:45,22:07,322,Scheduled Maintenance,11kV,TSECL Website,1
9125,Golconda,2023-10-03,14:00,14:30,30,Scheduled Maintenance,11kV,Consumer Call,1
9126,Malkajgiri,2023-09-21,13:15,14:07,52,Scheduled Maintenance,11kV,Consumer Call,1
9127,Rajendra Nagar,2023-11-15,09:45,15:57,372,Network Expansion,11kV,Telangana DISCOM App,1
9128,Yapral,2024-02-09,14:30,15:09,39,Equipment Upgrade,11kV,TSECL Website,1
9129,Kothapet,2024-04-05,17:00,00:34,454,Equipment Upgrade,11kV,TSECL Website,1
9130,Gachibowli,2023-08-14,11:30,15:15,225,Scheduled Maintenance,11kV,Social Media,1
9131,Rajendra Nagar,2023-11-11,11:00,14:37,217,Scheduled Maintenance,132kV,Telangana DISCOM App,1
9132,Manikonda,2024-04-18,12:15,14:20,125,Transformer Failure,33kV,Telangana DISCOM App,0
9133,Banjara Hills,2024-01-24,14:00,15:57,117,Scheduled Maintenance,11kV,TSECL Website,1
9134,Ameerpet,2024-06-07,08:00,15:21,441,Equipment Upgrade,11kV,Telangana DISCOM App,1
9135,Rajendra Nagar,2023-12-16,09:30,12:06,156,Transformer Failure,132kV,Telangana DISCOM App,0
9136,Tolichowki,2024-01-14,18:30,02:07,457,Network Expansion,11kV,TSECL Website,1
9137,Vanasthalipuram,2023-12-28,18:30,19:29,59,Network Expansion,11kV,Telangana DISCOM App,1
9138,As Rao Nagar,2024-04-29,11:45,12:39,54,Network Expansion,33kV,Telangana DISCOM App,1
9139,Raidurg,2024-03-17,09:00,11:44,164,Equipment Upgrade,11kV,TSECL Website,1
9140,Madhapur,2023-11-08,17:45,01:35,470,Network Expansion,11kV,TSECL Website,1
9141,Quthbullapur,2023-08-09,14:15,19:11,296,Network Expansion,11kV,Telangana DISCOM App,1
9142,Miyapur,2024-06-10,13:00,15:43,163,Network Expansion,11kV,Consumer Call,1
9143,Kondapur,2024-05-21,14:15,19:26,311,Load Shedding,11kV,Social Media,0
